,LATITUDE,LONGITUDE,SURVEY_YEAR,CPUE,BOTTOM_TEMPERATURE,SURFACE_TEMPERATURE
3339,56.8325,-169.88667,1979,760.0,4.5,4.9
3340,56.83263,-169.87136,2001,310.0,3.6,5.8
3341,56.83266,-169.306,1999,992.0,2.3,5.3
3342,56.83267,-169.84775,1992,1327.0,2.4,5.8
3343,56.83276,-169.9151,2005,913.0,5.0,8.5
3344,56.83352,-168.62357,2011,435.0,3.1,6.3
3345,56.83373,-170.4938,2006,725.0,3.5,6.7
3346,56.83385,-169.28475,2006,485.0,3.0,8.6
3347,56.83393,-170.48449,2016,409.0,5.1,9.1
3348,56.83404,-170.48106,2003,466.0,4.4,7.9
3349,56.83439,-169.30764,2017,264.0,4.1,5.5
3350,56.83465,-169.30223,2012,601.0,-0.2,5.4
3351,56.83475,-168.62825,1983,1894.0,2.5,9.2
3352,56.83483,-170.48635,2011,456.0,3.2,5.5
3353,56.83487,-169.9106,2007,340.5,2.2,5.7
3354,56.83492,-170.49709,1993,1590.0,3.5,8.4
3355,56.83495,-169.30005,2000,73.0,3.2,6.0
3356,56.835,-169.87384,1981,863.5,5.8,6.9
3357,56.83502,-169.30073,1998,848.0,3.4,7.3
3358,56.83508,-168.62434,2006,578.0,2.9,8.9
3359,56.83509,-169.30234,1986,448.0,2.2,7.1
3360,56.83529,-170.46927,2010,281.0,3.3,6.9
3361,56.83533,-169.30183,1992,498.0,0.6,5.7
3362,56.83534,-169.89328,2017,1053.0,4.5,8.5
3364,56.83543,-169.30072,2018,316.0,4.5,7.8
3365,56.83547,-169.85544,2011,221.0,3.7,4.8
3367,56.83551,-169.8778,2000,284.0,3.6,8.5
3368,56.83557,-170.4873,2001,576.0,3.6,6.5
3369,56.83575,-170.49259,1981,2082.0,4.2,7.6
3370,56.83582,-170.47666,2007,202.0,2.7,6.7
3371,56.83587,-168.62528,2016,2757.0,4.6,9.0
3372,56.83601,-169.9088,2006,593.0,4.4,5.6
3373,56.83601,-169.29623,1996,799.0,3.6,7.7
3374,56.83603,-169.29929,2009,518.5,0.7,4.8
3375,56.83615,-169.914,2008,611.0,2.1,4.6
3376,56.8363,-168.623,2001,1454.0,3.2,7.2
3377,56.83633,-170.47715,2005,4520.0,4.4,8.4
3378,56.83637,-168.61267,2012,606.0,0.9,5.4
3379,56.83641,-168.62682,2010,541.0,2.0,5.3
3380,56.83658,-169.175,1983,322.0,2.8,8.8
3381,56.83667,-170.4975,1983,683.0,4.0,9.5
3382,56.83692,-169.9152,2009,1190.0,3.0,5.2
3383,56.83694,-169.89444,2014,361.0,4.7,9.2
3384,56.83695,-169.8994,2003,180.0,5.2,7.3
3386,56.83711,-170.48412,1998,613.0,3.9,7.4
3387,56.83714,-169.30615,2004,272.0,3.9,8.6
3388,56.83722,-170.47429,2017,603.0,3.9,8.1
3389,56.8375,-171.09083,1979,447.0,3.8,5.4
3390,56.83758,-170.47721,2008,781.0,2.6,5.2
3391,56.83758,-169.30408,1982,381.0,3.4,4.4
3392,56.83794,-168.6103,2000,233.5,2.4,7.4
3393,56.83809,-169.90517,1986,493.0,3.6,6.8
3394,56.83827,-168.61784,1996,136.0,3.3,8.5
3395,56.83842,-170.47392,1986,296.0,3.3,7.4
3396,56.83862,-168.62078,2017,1407.0,2.3,7.6
3397,56.83875,-169.90825,1982,468.0,4.5,5.8
3398,56.839,-169.89867,1983,985.5,4.2,8.4
3399,56.839,-168.61225,2003,1391.0,3.9,8.3
3400,56.8391,-168.6118,1998,131.0,3.6,8.5
3401,56.83917,-168.62291,1999,1045.0,2.2,5.6
3402,56.83934,-170.44709,1991,789.0,3.5,8.5
3403,56.83986,-170.5133,2009,1175.0,2.8,5.8
3404,56.83992,-170.44992,1982,2150.0,3.7,6.3
3405,56.84042,-169.86367,1988,4183.5,3.5,6.9
3406,56.84088,-169.90341,1999,491.5,3.4,4.8
3407,56.84122,-169.90353,2010,406.0,2.4,5.6
3408,56.84136,-170.47901,2018,1624.0,4.7,7.6
3409,56.84167,-170.485,1979,217.0,3.4,5.1
3410,56.84227,-170.47886,2002,532.0,3.6,7.8
3411,56.84244,-169.3074,2002,255.5,3.9,7.8
3412,56.84292,-168.60734,1990,1280.0,2.7,7.9
3413,56.84317,-169.30383,1991,918.0,2.5,10.4
3415,56.84354,-169.91302,2013,327.5,2.4,3.7
3416,56.84367,-170.47525,1985,432.0,3.7,7.6
3417,56.84493,-170.50018,2015,2055.5,4.7,8.7
3418,56.8451,-169.90237,2018,237.0,5.2,7.7
3419,56.84575,-168.663,1982,421.0,2.8,6.4
3420,56.84612,-169.90783,1996,3742.0,4.9,7.7
3421,56.84625,-168.62384,1991,2605.0,2.5,11.0
3422,56.85027,-170.49329,1996,422.0,5.1,8.3
3423,56.851,-170.44392,1989,833.0,4.0,7.0
3424,56.85146,-170.47494,1995,299.0,2.8,7.2
3425,56.85517,-170.48125,1988,263.0,3.5,6.9
3426,56.85684,-169.8715,1991,1305.5,3.6,10.3
3427,56.93333,-164.45,1976,11834.5,-1.6,0.3
3428,56.93509,-161.58055,2008,885.0,2.3,5.0
3429,56.93625,-170.14675,1990,16796.0,3.6,9.0
3430,56.93659,-160.297,1990,438.0,3.4,4.4
3432,56.94798,-172.71916,1999,2545.0,2.6,6.4
3434,56.94937,-172.04075,2008,742.0,3.0,6.6
3436,56.95567,-170.78109,1989,1403.0,3.5,7.8
3437,56.95742,-170.14842,1985,152.0,3.9,6.9
3438,56.95792,-164.58958,1990,1860.0,4.0,6.8
3439,56.95925,-172.56784,1990,393.0,3.3,8.9
3440,56.95942,-173.23525,1981,1028.5,4.0,9.1
3441,56.96025,-170.15392,1984,716.0,2.6,7.4
3442,56.96186,-162.76524,1997,212.0,1.3,8.2
3443,56.96238,-172.02745,2006,510.0,3.7,8.2
3445,56.96467,-167.091,1990,326.0,2.5,7.6
3446,56.96553,-159.69833,2010,314.0,5.4,5.7
3447,56.96667,-168.36667,1975,4326.0,1.8,8.7
3448,56.96817,-165.18825,1984,618.0,0.5,6.6
3449,56.96817,-160.3745,1988,552.0,2.6,4.5
3450,56.969,-165.84161,2005,68.0,3.4,7.3
3451,56.96961,-170.78945,2003,592.0,4.6,8.1
3452,56.96968,-172.0402,2007,1432.0,2.6,7.6
3453,56.97042,-171.386,1988,327.0,3.9,8.9
3454,56.97044,-160.3725,1999,1149.0,2.6,6.2
3457,56.97089,-162.15465,2008,502.0,2.6,5.0
3458,56.97167,-165.81833,1979,977.0,3.5,8.0
3459,56.97284,-159.73325,1986,160.0,2.8,4.2
3460,56.97334,-162.7805,1989,1954.5,1.7,3.8
3461,56.97492,-162.81192,1994,1153.0,1.6,5.3
3462,56.97525,-159.70692,1992,311.5,2.3,5.1
3463,56.97567,-161.5615,1991,265.0,3.0,5.2
3464,56.97618,-164.59659,2016,1057.5,4.8,9.4
3465,56.97642,-167.72342,1982,301.0,3.3,6.8
3466,56.9775,-159.13333,1978,507.0,4.6,4.8
3467,56.97775,-165.84184,1980,96.0,1.5,1.8
3469,56.97822,-160.9498,2000,680.0,3.2,9.0
3470,56.97833,-163.36917,1978,1899.0,2.6,5.4
3471,56.97865,-161.5942,1999,335.0,1.2,7.9
3472,56.97867,-163.39834,1994,717.0,1.7,6.0
3473,56.97917,-164.59334,1979,553.0,4.1,8.5
3474,56.97942,-165.84975,1991,591.0,1.9,5.3
3475,56.97946,-164.6153,2004,132.0,2.8,8.2
3476,56.97984,-172.02384,1986,207.0,3.6,8.2
3477,56.97998,-170.79054,1995,144.0,2.8,6.9
3478,56.98017,-168.94692,1988,779.0,1.8,7.4
3479,56.98067,-160.34625,1994,229.0,2.3,2.8
3480,56.9807,-172.03753,1997,344.5,4.3,9.8
3482,56.98075,-160.32842,1984,803.5,2.8,9.0
3483,56.98088,-168.33931,2006,854.0,3.1,8.8
3484,56.98117,-170.7745,1984,1678.0,2.9,6.1
3485,56.98167,-167.64667,1979,2055.5,4.5,8.0
3486,56.98167,-166.4175,1979,759.5,4.0,7.6
3487,56.98183,-162.16292,1992,1648.0,2.1,7.5
3488,56.982,-162.16108,1980,1079.0,2.1,2.0
3489,56.98217,-159.71225,1980,669.0,2.6,3.6
3490,56.98253,-162.1862,1995,909.5,1.4,5.1
3491,56.98289,-168.33731,2005,500.0,3.7,8.7
3492,56.983,-162.79467,1988,911.0,1.1,4.1
3493,56.98333,-170.9,1976,1434.5,2.3,6.5
3494,56.98333,-169.53333,1976,1203.0,2.0,6.0
3495,56.98333,-168.3,1976,3892.0,0.3,0.9
3496,56.98333,-165.83333,1977,553.0,3.0,8.6
3497,56.98333,-165.78333,1976,16751.0,-1.6,-0.2
3498,56.98333,-165.21667,1977,10763.0,2.6,7.9
3500,56.98333,-163.36667,1977,1658.0,1.7,6.7
3503,56.98338,-165.22915,2012,3185.0,-0.8,3.8
3504,56.98361,-164.61181,2002,77.0,4.0,8.1
3505,56.98363,-160.96995,2014,653.0,4.3,6.9
3506,56.98375,-165.22665,2000,425.0,1.7,6.5
3507,56.98375,-160.96267,1980,1195.0,4.1,5.3
3508,56.98388,-165.84225,2001,320.0,2.8,8.0
3509,56.98409,-164.591,1988,1302.5,0.5,6.5
3510,56.98431,-165.84926,2011,3396.0,1.6,3.9
3512,56.98443,-165.84655,2004,132.0,3.1,9.2
3513,56.98467,-165.2195,1989,1663.0,1.5,5.8
3514,56.98479,-167.08786,2009,3405.5,-0.8,5.1
3515,56.98502,-160.95831,2009,343.0,1.5,2.1
3516,56.98512,-165.84445,2007,298.0,0.9,6.2
3517,56.9853,-163.38166,2001,318.0,2.5,5.4
3518,56.98534,-164.60084,1985,71.0,1.0,8.6
3519,56.9855,-159.12731,2015,85.0,6.5,7.2
3520,56.98567,-167.08853,1995,1200.0,0.6,4.9
3521,56.98571,-167.10495,1999,1216.0,2.1,3.9
3522,56.98574,-160.32593,1997,331.5,2.8,9.9
3524,56.986,-172.03275,1981,575.5,3.9,7.1
3525,56.98634,-160.33975,1987,642.5,3.5,4.6
3526,56.98643,-162.798,1996,330.0,4.4,4.8
3528,56.98662,-169.57598,1995,230.0,0.9,6.8
3529,56.98667,-162.17584,1978,1085.0,3.1,4.7
3530,56.9869,-162.78271,2008,293.0,0.7,1.0
3531,56.98695,-161.55049,2012,817.0,1.5,7.2
3532,56.98696,-168.3405,2007,1088.0,1.9,5.6
3533,56.98702,-164.61395,2008,129.0,0.0,2.6
3534,56.98707,-161.57244,2010,74.0,1.5,3.7
3535,56.98721,-168.95499,1996,369.0,3.4,7.6
3536,56.98734,-170.8025,1987,615.5,4.2,8.7
3537,56.98742,-159.15167,1980,28292.0,3.7,4.3
3538,56.98748,-164.04783,2010,313.0,-1.0,3.5
3540,56.9875,-162.79417,1978,1215.0,2.6,4.4
3541,56.9875,-162.16534,1984,647.0,1.4,5.2
3543,56.98799,-165.217,2008,1560.0,0.0,2.6
3544,56.988,-161.57592,1984,1142.0,1.8,7.8
3545,56.98831,-164.03053,2017,178.5,-0.5,8.1
3546,56.98845,-163.99595,2002,150.0,2.8,5.0
3547,56.98878,-164.0333,1999,539.5,-0.8,2.0
3548,56.98882,-165.21775,2009,70.0,-0.8,4.7
3549,56.98882,-162.1492,1999,484.0,1.6,8.7
3550,56.98917,-162.78942,1987,1160.5,3.2,4.4
3551,56.98917,-160.94833,1978,1519.0,3.4,3.7
3552,56.98918,-165.22287,2014,1094.5,3.1,6.9
3553,56.98921,-168.3383,2009,4902.0,-0.1,5.9
3554,56.98925,-164.61725,1994,427.5,1.7,6.4
3555,56.98927,-164.02443,2018,920.0,3.9,6.3
3556,56.98948,-160.32919,2010,728.0,2.3,4.2
3557,56.98959,-159.71225,1984,381.0,3.3,6.7
3558,56.98971,-167.7061,2016,448.0,4.5,8.8
3559,56.98975,-166.46683,1982,306.0,2.1,6.2
3560,56.98984,-172.65517,1986,143.0,4.1,7.8
3561,56.9899,-170.17716,1995,876.0,2.6,7.8
3562,56.98995,-169.56355,2009,327.5,1.6,2.0
3563,56.99,-160.35583,1978,935.0,3.5,3.6
3564,56.99008,-164.6036,2007,144.0,0.4,5.5
3565,56.99008,-161.5705,1985,352.0,2.7,5.5
3566,56.99025,-168.98509,1982,235.0,3.5,6.4
3567,56.99033,-160.90033,1987,1745.0,3.5,5.1
3568,56.99034,-167.72359,1986,713.5,0.8,5.2
3569,56.99039,-161.56476,2007,1117.5,2.5,10.9
3570,56.99042,-165.23125,1988,1456.0,1.3,6.0
3571,56.9905,-172.64975,1987,350.0,4.3,8.6
3572,56.99054,-171.38135,2002,947.0,3.4,8.4
3573,56.99059,-167.13375,1994,1848.0,2.4,5.3
3574,56.99067,-168.31665,2001,6286.0,3.1,7.1
3575,56.99075,-165.86375,2017,140.0,0.4,9.3
3576,56.99075,-161.55775,1993,489.0,3.2,7.8
3577,56.99083,-161.57167,1978,2279.0,3.1,4.4
3578,56.99083,-159.70333,1978,2210.0,3.8,4.3
3579,56.99083,-159.69084,1979,326.0,5.0,7.5
3580,56.99084,-167.03584,1979,12458.0,4.0,7.8
3581,56.99085,-162.78891,2000,213.0,0.8,3.7
3582,56.99085,-162.18925,2009,505.0,3.3,7.6
3583,56.99089,-167.70745,2000,2059.5,2.5,6.4
3584,56.99092,-170.78609,1993,311.0,3.5,8.4
3586,56.99109,-162.16731,2017,330.0,3.0,5.3
3587,56.99117,-162.79225,1990,534.0,3.0,6.0
3588,56.99117,-160.32417,1983,539.0,3.4,9.3
3589,56.99125,-168.34842,1987,1624.0,3.9,7.0
3590,56.99125,-164.59867,1993,162.5,1.9,5.0
3591,56.99136,-169.55737,2013,545.0,0.5,1.9
3592,56.99142,-170.78415,2009,2795.0,2.8,5.5
3593,56.99154,-160.9528,2005,1192.0,4.2,7.2
3594,56.99165,-165.23842,2018,131.0,3.8,7.5
3595,56.99167,-172.655,1980,380.0,3.4,6.2
3596,56.99167,-163.39667,1979,304.0,4.7,8.7
3597,56.99167,-162.17233,1994,748.0,2.4,5.0
3598,56.99167,-160.9725,1979,759.5,5.6,12.9
3599,56.99173,-168.34207,2011,868.0,3.4,6.3
3600,56.99173,-163.9029,2000,283.0,1.4,4.9
3601,56.99176,-162.17865,2007,484.0,1.6,4.3
3602,56.99184,-165.8488,2002,141.0,3.4,7.5
3603,56.99184,-164.00608,1986,379.0,0.4,3.4
3604,56.99185,-165.8479,2008,2001.0,0.2,3.0
3605,56.9919,-161.57087,2018,147.0,4.5,5.7
3606,56.99196,-160.94735,2001,802.0,3.5,5.7
3607,56.99199,-160.33307,1995,408.0,2.4,4.9
3608,56.99205,-162.17448,1998,385.0,3.4,6.9
3609,56.9922,-162.1669,2005,371.0,4.1,6.7
3610,56.99227,-161.56481,2006,347.0,2.4,3.4
3611,56.99235,-165.84958,2014,1041.0,3.2,6.6
3612,56.99236,-168.34864,2013,1023.0,1.0,5.8
3613,56.99242,-164.03634,1981,273.0,3.5,6.8
3614,56.9925,-171.38559,1981,1286.0,4.1,7.9
3615,56.9925,-162.7885,1993,376.0,3.4,7.5
3616,56.9925,-162.1685,1988,909.5,2.1,6.3
3617,56.99252,-163.38135,2005,467.0,3.4,8.0
3618,56.99252,-159.70021,2008,297.0,1.3,3.6
3619,56.99259,-162.16758,1989,1109.5,1.8,3.9
3620,56.99276,-167.08605,2004,213.0,3.5,9.4
3621,56.99278,-164.6078,1999,431.0,-0.2,2.6
3622,56.99284,-162.17292,1986,137.0,1.6,2.8
3623,56.99284,-160.94744,1998,1194.5,3.4,5.8
3624,56.99287,-164.6147,2009,73.0,-0.4,4.5
3625,56.99289,-162.16805,1996,714.0,4.5,4.3
3626,56.99291,-172.66387,1995,1217.0,3.2,6.6
3627,56.99293,-159.728,2000,444.5,1.3,2.6
3628,56.99315,-165.8503,2006,445.0,1.8,6.2
3629,56.99317,-173.26117,1983,2149.0,4.3,8.3
3630,56.99318,-168.94759,2005,612.0,4.1,8.5
3631,56.99325,-171.40258,1982,3065.0,3.7,6.2
3632,56.99325,-169.56317,1984,913.0,1.4,7.2
3633,56.99334,-166.45897,2014,977.0,3.3,8.2
3634,56.99334,-159.10167,1979,3843.0,7.4,7.5
3635,56.99335,-160.3415,2011,79.0,5.8,7.1
3636,56.99342,-172.6605,1981,3545.0,4.1,9.4
3637,56.99344,-167.09147,2015,211.0,3.5,8.7
3638,56.99344,-160.96066,2010,139.0,2.1,3.7
3639,56.99363,-173.24824,2018,243.0,4.3,8.3
3640,56.99364,-173.24028,2013,71.0,3.3,8.6
3641,56.99369,-168.33571,2016,1798.0,4.4,8.9
3642,56.99369,-160.34476,2007,2069.5,3.2,8.4
3643,56.99375,-162.79758,1983,264.0,2.8,8.6
3644,56.99381,-171.3987,2000,769.0,3.5,9.5
3645,56.99383,-159.703,1985,287.0,3.3,3.7
3646,56.99384,-168.36484,1980,3713.0,3.1,6.0
3648,56.99392,-171.38304,2016,1022.0,4.9,10.3
3649,56.99394,-159.6852,1999,111.0,-0.4,0.3
3650,56.99395,-160.3411,2000,522.0,1.1,3.4
3651,56.99408,-168.92948,2016,1022.5,4.7,8.9
3652,56.99409,-169.55884,1980,2929.0,4.5,5.0
3653,56.99411,-161.5705,2000,294.0,0.9,3.0
3654,56.99416,-165.22177,2013,3352.5,0.1,4.0
3655,56.99417,-167.68559,1984,931.0,1.1,8.2
3656,56.99417,-164.59,1981,196.0,3.3,7.1
3657,56.99417,-162.78,1979,1266.0,4.9,8.9
3658,56.9942,-160.33015,2016,192.5,5.5,7.2
3659,56.99429,-165.2236,1997,2107.0,0.8,8.5
3660,56.99431,-159.13964,2011,74731.0,4.0,4.1
3661,56.99443,-168.336,1998,289.0,3.8,8.9
3662,56.99447,-162.79163,1995,398.0,1.4,4.1
3663,56.99447,-162.187,2007,2428.5,2.4,8.9
3664,56.99447,-159.13585,2003,82.0,5.3,6.1
3665,56.9945,-164.50292,1980,179.0,1.7,4.0
3666,56.99451,-172.62421,2010,761.0,3.4,6.4
3667,56.99459,-170.78783,1981,639.0,4.2,7.9
3668,56.99459,-160.33767,1982,736.0,0.2,0.4
3669,56.99462,-159.74355,2002,271.0,4.0,6.9
3670,56.99467,-161.5845,1981,584.5,3.6,7.7
3671,56.99474,-169.54698,2011,283.0,1.7,3.8
3672,56.99475,-167.09334,1985,428.0,1.1,8.8
3673,56.99479,-168.94665,2001,371.0,3.3,6.6
3674,56.99479,-167.70924,1998,2141.0,3.6,8.2
3675,56.99484,-172.65292,1992,336.0,3.9,7.5
3676,56.99484,-170.1925,1986,150.0,3.1,7.2
3677,56.99484,-164.607,1987,211.0,3.3,4.9
3678,56.99486,-159.6764,2007,147.0,2.1,2.4
3679,56.99489,-170.7832,1999,306.0,2.8,6.1
3680,56.99492,-172.0375,1992,711.0,4.1,7.7
3681,56.99492,-168.92558,1991,263.5,2.5,11.1
3682,56.99497,-165.86406,1998,2005.0,3.0,8.1
3683,56.995,-172.65675,1993,354.0,4.0,8.5
3684,56.995,-168.95845,1999,202.0,2.5,5.2
3685,56.99501,-170.17305,2000,271.0,3.5,8.8
3686,56.99509,-162.19675,1981,513.5,4.4,7.6
3687,56.99511,-160.33839,2017,372.0,3.6,4.3
3688,56.99517,-168.32984,1993,1544.0,2.8,7.2
3689,56.99517,-160.32825,2004,526.0,3.7,5.9
3690,56.99519,-159.6988,1998,165.0,4.9,5.8
3691,56.99525,-167.09259,1986,501.0,0.7,4.9
3692,56.99538,-159.6837,2005,305.0,5.1,6.0
3693,56.99542,-168.9785,1989,360.5,3.6,7.5
3694,56.99542,-163.57833,1990,1302.5,2.5,7.0
3695,56.99544,-172.03518,2013,1154.5,3.6,7.9
3696,56.9955,-170.1625,1982,880.0,4.7,5.9
3697,56.9955,-159.68229,2016,105.0,5.8,7.8
3698,56.99555,-162.16855,2002,215.0,2.4,3.8
3699,56.99558,-163.3925,1983,285.0,2.6,8.9
3700,56.99563,-169.5471,1998,516.5,3.0,7.3
3701,56.99566,-172.64385,2000,408.5,3.6,9.3
3702,56.99566,-163.4056,2004,140.0,3.2,9.4
3703,56.99567,-165.84317,1985,2180.5,2.0,8.5
3704,56.99567,-160.32808,1981,5828.0,4.8,10.0
3705,56.99583,-173.2573,2006,1791.0,3.7,7.3
3706,56.99583,-172.64167,1978,422.0,3.6,5.4
3707,56.99583,-164.00834,1978,1899.0,4.1,6.4
3708,56.99584,-170.1625,1981,3452.0,4.7,6.4
3709,56.99584,-163.885,1979,760.0,4.0,8.6
3710,56.99589,-161.58075,2007,758.0,1.2,4.2
3711,56.99592,-161.55525,1983,472.0,3.0,8.0
3712,56.99594,-168.94655,2000,612.0,2.7,7.9
3713,56.996,-163.37117,1987,643.0,3.1,4.5
3714,56.99601,-173.25164,2017,705.0,4.4,8.6
3715,56.99602,-164.60037,2013,866.0,0.1,4.8
3716,56.99605,-168.96563,1997,569.0,2.5,7.7
3717,56.99607,-170.7793,2000,711.0,3.1,9.2
3718,56.99608,-166.47435,2005,290.0,3.4,7.1
3719,56.99608,-160.33291,2006,310.5,2.4,3.0
3720,56.99609,-170.19067,1980,4557.5,4.5,4.5
3721,56.99611,-164.60857,2015,144.0,3.3,6.9
3722,56.99613,-167.70734,2010,653.0,-0.7,4.5
3723,56.99617,-171.38895,2006,1724.0,3.4,8.7
3725,56.99619,-165.8564,2000,947.0,1.9,6.5
3726,56.99625,-160.95983,1983,538.0,3.2,8.7
3727,56.99627,-162.7906,2013,906.0,0.9,5.0
3728,56.99633,-159.72219,1997,152.0,3.8,7.9
3729,56.99635,-170.16125,2007,909.0,1.7,4.9
3730,56.99637,-161.56795,1999,310.5,-0.3,-0.1
3731,56.99638,-169.5523,2004,765.0,3.8,8.7
3732,56.99642,-164.60197,1996,1234.0,1.2,5.5
3733,56.99644,-167.70525,2012,1357.0,0.2,4.2
3734,56.99648,-173.24503,1996,646.0,3.8,8.1
3735,56.9965,-169.55851,2010,132.0,-0.7,4.5
3736,56.9965,-162.18435,2006,228.0,2.4,3.7
3737,56.99659,-169.54875,2003,288.0,5.4,6.6
3738,56.99659,-166.46634,1986,1623.0,0.3,4.2
3739,56.9966,-161.56405,2011,158.0,2.8,3.6
3740,56.9966,-160.33024,1998,834.0,3.8,5.5
3741,56.99663,-159.6671,2006,276.5,2.9,3.9
3742,56.99667,-168.97817,1980,1920.0,3.3,5.9
3743,56.99667,-167.08584,1982,199.0,3.0,6.5
3744,56.99667,-164.59495,2001,732.0,2.5,5.1
3745,56.99667,-162.16667,1979,591.0,5.8,8.5
3746,56.99669,-161.56298,2011,1156.0,4.2,7.6
3747,56.9967,-170.17175,2014,387.0,4.5,9.2
3748,56.99673,-170.78595,2008,542.0,2.1,5.2
3749,56.99674,-162.18015,2008,371.0,0.9,1.0
3750,56.99676,-166.47067,2018,137.0,4.8,7.4
3751,56.99676,-160.9497,2017,144.0,3.2,4.9
3752,56.99677,-162.19035,2004,490.0,4.1,6.4
3753,56.99679,-170.77604,1998,193.0,4.0,6.1
3754,56.99679,-165.22865,2004,131.0,3.1,7.7
3755,56.99679,-161.56336,2000,1243.0,2.7,7.9
3756,56.99681,-164.60825,2006,144.0,2.0,5.0
3757,56.99685,-167.09598,2012,566.5,-0.5,4.6
3758,56.997,-163.40835,2006,343.0,1.5,5.2
3759,56.997,-162.787,1998,464.5,3.3,7.9
3760,56.997,-160.9615,1984,334.5,1.7,7.1
3761,56.99703,-169.55035,2016,301.5,5.0,8.7
3762,56.99708,-167.08675,1993,947.0,3.0,7.2
3763,56.99708,-165.2296,2011,976.5,1.2,4.3
3764,56.99708,-164.00725,1984,1411.5,0.0,6.8
3765,56.99708,-161.57495,2001,377.0,3.5,4.9
3766,56.99711,-169.5575,2007,495.0,0.5,6.3
3767,56.99712,-165.84386,2016,77.0,4.2,10.0
3768,56.99712,-165.21651,2007,140.0,0.9,5.6
3769,56.99718,-166.4681,1997,1829.5,1.4,8.8
3770,56.99719,-165.21418,1998,775.0,2.2,6.6
3771,56.99728,-159.72391,2015,623.0,4.8,7.2
3772,56.99735,-169.5581,2015,414.0,4.8,8.2
3773,56.99736,-170.78839,1996,467.0,4.6,8.1
3775,56.99742,-171.40634,1984,1224.0,3.8,8.3
3776,56.99742,-168.33217,1992,1121.5,0.0,6.3
3777,56.99744,-166.46272,2013,1753.0,0.6,5.2
3778,56.99745,-173.24911,2015,2921.0,3.9,9.4
3779,56.99748,-161.5805,2009,68.0,0.9,1.1
3780,56.9975,-169.57499,2012,569.0,-0.1,5.0
3781,56.9975,-164.60167,1978,760.0,2.2,4.8
3782,56.99753,-165.2221,2010,196.0,-1.0,1.9
3783,56.99754,-167.70477,1995,870.0,0.3,4.7
3784,56.99757,-159.70837,1995,73.0,2.3,5.5
3785,56.99758,-166.46534,1985,455.0,1.3,9.2
3786,56.99759,-172.65194,2011,285.0,3.5,7.3
3787,56.99759,-167.06212,2018,659.0,4.9,8.1
3788,56.99759,-162.78425,2005,551.0,4.1,7.0
3789,56.99759,-160.95728,2012,322.0,0.1,1.2
3790,56.9976,-168.97739,2018,154.0,4.5,8.7
3791,56.99761,-167.69743,2017,437.5,1.8,8.5
3792,56.99766,-159.67333,2014,328.5,5.5,7.3
3793,56.99769,-172.0337,2011,273.0,3.4,6.9
3794,56.99775,-173.25034,2012,529.0,3.2,7.2
3795,56.99775,-168.94125,1993,216.0,2.8,7.1
3796,56.99775,-162.78767,1980,685.0,2.0,4.6
3797,56.99775,-160.95167,1989,1016.0,1.8,2.7
3798,56.99777,-170.78359,2013,503.0,2.0,4.2
3799,56.99777,-164.60206,2011,248.0,2.0,4.5
3800,56.99782,-170.16391,2004,1212.0,4.7,7.9
3801,56.99784,-168.32701,2002,420.0,3.3,8.3
3802,56.99788,-160.94395,2006,1141.0,4.1,8.5
3803,56.9979,-171.38874,2013,697.0,3.0,7.7
3804,56.9979,-159.68704,2011,158.0,6.9,7.9
3805,56.99791,-164.03255,2015,150.0,3.6,7.1
3806,56.99791,-160.95215,2006,523.0,2.0,4.1
3807,56.99791,-160.94377,2018,152.0,4.8,5.5
3808,56.99792,-170.79784,1986,1099.0,3.1,7.3
3809,56.99792,-160.94169,2016,442.5,5.4,7.4
3810,56.99793,-170.1779,2005,11598.5,6.0,7.4
3811,56.998,-172.65242,1984,947.0,3.5,8.9
3812,56.99803,-169.54895,2000,700.0,3.0,7.0
3813,56.99805,-162.79081,2015,520.0,4.6,7.0
3814,56.99806,-165.84456,2010,719.0,-0.2,2.1
3815,56.99808,-173.251,1984,1479.5,3.6,8.6
3816,56.99812,-169.54975,2005,300.0,5.4,8.5
3817,56.99812,-167.09783,2016,227.0,4.4,8.8
3818,56.99816,-172.0356,2014,337.0,4.1,9.8
3819,56.99817,-165.85125,1987,706.5,3.8,5.9
3821,56.99825,-172.05067,1995,428.0,3.4,7.0
3822,56.99825,-172.03784,1984,1407.0,3.1,8.2
3823,56.99825,-172.02417,1990,1608.0,3.7,7.1
3824,56.99825,-160.32017,2014,766.5,5.0,6.6
3825,56.99825,-159.14917,1987,70.0,3.9,4.5
3826,56.99826,-162.1659,2015,76.0,4.9,6.9
3827,56.9983,-173.253,2007,581.0,3.5,8.5
3828,56.99832,-167.09035,2005,148.0,3.6,8.3
3829,56.99833,-165.2075,1978,1628.0,2.1,4.1
3830,56.99833,-159.70667,1982,621.0,0.4,0.8
3831,56.99834,-168.945,1979,1796.0,4.3,6.9
3832,56.99834,-167.09449,2013,347.0,1.1,5.5
3833,56.99834,-163.38842,1984,197.0,0.3,6.2
3834,56.99836,-160.9434,2011,741.0,3.2,3.6
3835,56.99842,-171.39669,2011,780.5,3.2,6.7
3836,56.99842,-170.76792,1980,2230.0,4.0,5.6
3837,56.99842,-164.591,1984,706.0,0.1,7.8
3838,56.99842,-161.57042,1986,314.0,1.7,3.1
3839,56.99842,-161.55005,2017,1097.0,3.8,11.9
